,titre,budget,recette,duree,realisateur,casting,compagnies_production,suite,Comedy,Drama,Horror,Thriller,Action,Adventure,Science Fiction,Fantasy,Family,Crime,Romance,Animation,Mystery,War,Music,Western,History,Documentary,TV Movie,benefice global,saison,casting_score_sum,casting_score_mean,casting_score_med,casting_score_min,casting_score_max,director_score_sum,director_score_mean,director_score_med,director_score_min,director_score_max,compagnies_score_sum,compagnies_score_mean,compagnies_score_med,compagnies_score_min,compagnies_score_max
1987,Kick,22000000,55000000,146,['Sajid Nadiadwala'],"['Salman Khan', 'Jacqueline Fernandez', 'Randeep Hooda', 'Nawazuddin Siddiqui', 'Mithun Chakraborty', 'Archana Puran Singh', 'Vipin Sharma', 'Saurabh Shukla', 'Rajit Kapoor', 'Sanjay Mishra', 'Sumona Chakravarti', 'Kavin Dave', 'Nargis Fakhri', 'Shivansh Kotia', 'Rocky Verma']","['UTV Motion Pictures', 'Nadiadwala Grandson Entertainment']",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,150.0,1,3,0.2,0,0,3,0,0.0,0,0,0,0,0.0,0,0,0
1988,हैदर,7000000,11500000,150,['Vishal Bhardwaj'],"['Shahid Kapoor', 'Tabu', 'Shraddha Kapoor', 'Kay Kay Menon', 'Irrfan Khan', 'Narendra Jha', 'Kulbhushan Kharbanda', 'Lalit Parimoo', 'Ashish Vidhyarthi', 'Aamir Bashir', 'Ashwath Bhatt', 'Mohommed Ali Shah']","['UTV Motion Pictures', 'Vishal Bhardwaj Pictures']",1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,64.28571428571429,2,1,0.0833333333333333,0,0,1,0,0.0,0,0,0,0,0.0,0,0,0
1989,Mr. Holmes,11000000,29355203,104,['Bill Condon'],"['Ian McKellen', 'Laura Linney', 'Milo Parker', 'Hiroyuki Sanada', 'Roger Allam', 'Frances de la Tour', 'Hattie Morahan', 'Phil Davis', 'Patrick Kennedy', 'John Sessions', 'Frances Barber', 'Charles Maddox', 'Takako Akashi', 'Zak Shukor', 'Michael Culkin', 'David Foxxe', 'Oliver Devoti', 'Mike Burnside', 'Nicholas Rowe', 'Sam Coulson', 'Hermione Corfield', 'Kit Connor', 'Zoe Rainey', 'Eileen Davies', 'Colin Starkey', 'Sarah Crowden', 'Elizabeth Jane Cassidy', 'Ben Farrow', 'John Carr', 'Johnny Otto']","['BBC Films', 'See-Saw Films', 'FilmNation Entertainment', 'Archer Gray', 'AI-Film']",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,166.86548181818182,0,65,2.1666666666666665,0,0,43,28,28.0,28,28,28,7,1.4,1,0,3
1990,Kama Sutra: A Tale of Love,3000000,4109095,117,['Mira Nair'],"['Indira Varma', 'Sarita Choudhury', 'Ramon Tikaram', 'Naveen Andrews', 'Rekha', 'Khalid Tyabji', 'Arundathi Nag', 'Surabhi Bhansali', 'Garima Dhup', 'Pearl Padamsee', 'Kusum Haidar', 'Harish Patel', 'Ranjit Chowdhry', 'Achala Sachdev', 'Avijit Dutt', 'Debi Basu', 'Rahul Vohra', 'Manize Boga', 'Prabeen Singh', 'Cinia Jain', 'Urvashi Nair', 'Bhanumathi Rao', 'Vasudeo Bhatt', 'Moneeka Misra Tanvir', 'Mina Sareen', 'Maya Krishna Rao', 'Shyamoli Varma', 'Nandita Mehrotra', 'Piu Dutt', 'Purnima Raju', 'Daphnée Breytenbach', 'Celesteann Cruz', 'Nizami Chattarpur', 'Himanshu Malik']","['Pandora Film', 'Mirabai Films', 'NDF International']",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,36.96983333333333,1,1,0.0294117647058823,0,0,1,1,1.0,1,1,1,6,2.0,1,0,5
1991,Thumbelina,28000000,11373501,86,['Don Bluth'],"['Jodi Benson', 'Gino Conforti', 'Barbara Cook', 'Will Ryan', 'June Foray', 'Kenneth Mars', 'Gary Imhoff', 'Joe Lynch', 'Charo', 'Danny Mann', 'Loren Lester', 'Kendall Cunningham', 'Tawny Sunshine Glover', 'Michael Nunes', 'Gilbert Gottfried', 'Pat Musick', 'Neil Ross', 'Carol Channing', 'John Hurt', 'Tony Jay', 'Randy Crenshaw', 'Stevie Vallance']","['Warner Bros. Pictures', 'Sullivan Bluth Studios']",1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,-59.38035357142857,0,11,0.5,0,0,6,3,3.0,3,3,3,0,0.0,0,0,0
1992,City Island,6000000,7875862,104,['Raymond De Felitta'],"['Andy García', 'Julianna Margulies', 'Steven Strait', 'Dominik Garcia', 'Ezra Miller', 'Alan Arkin', 'Emily Mortimer', 'Louise Stratten', 'Carrie Baker Reynolds', 'Hope Glendon-Ross', 'Louis Mustillo']","['Lucky Monkey Pictures', 'CineSon Entertainment', 'Filmsmith Productions', 'Medici Entertainment', 'Gremi Film Production']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.264366666666664,3,38,3.4545454545454546,0,0,17,0,0.0,0,0,0,38,7.6,0,0,34
1993,Hachi: A Dog's Tale,16000000,46749646,93,['Lasse Hallström'],"['Richard Gere', 'Joan Allen', 'Sarah Roemer', 'Cary-Hiroyuki Tagawa', 'Erick Avari', 'Robbie Sublett', 'Davenia McFadden', 'Jason Alexander', 'Kevin DeCoste', 'Robert Degnan', 'Tora Hallström', 'Donna Sorbello', 'Frank S. Aronson', 'Troy Doherty', 'Ian Sherman', 'Timothy Crowe', 'Denece Ryland', 'Blake Friedman', 'Bates Wilder', 'Daniel Kirby', 'Gloria Crist', 'Rich Tretheway', 'Tom Tynell', 'Robert Capron', 'Becki Dennis', 'John Franchi', 'Adam Masnyk', 'Roy Souza']","['Grand Army Entertainment', 'Scion Films', 'Inferno Distribution', 'Stage 6 Films', 'Hachiko', 'Opperman Viner Chrystyn Entertainment']",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,192.1852875,0,43,1.5357142857142858,0,0,22,9,9.0,9,9,9,2,0.3333333333333333,0,0,1
1994,Sylvia,7000000,10000000,109,['Christine Jeffs'],"['Gwyneth Paltrow', 'Daniel Craig', 'Jared Harris', 'Michael Gambon', 'Blythe Danner', 'Sam Troughton', 'Lucy Davenport', 'Amira Casar', 'Andrew Havill', 'Alison Bruce', 'David Tristan Birkin', 'Anthony Strachan', 'Sonia Ritter', 'Julian Firth', 'Derek Payne']","['BBC Films', 'Focus Features']",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42.85714285714285,2,93,6.2,0,0,42,0,0.0,0,0,0,9,4.5,4,3,6
1995,Chloe,14000000,13657649,96,['Atom Egoyan'],"['Amanda Seyfried', 'Julianne Moore', 'Liam Neeson', 'Max Thieriot', 'R. H. Thomson', 'Nina Dobrev', 'Mishu Vellani', 'Julie Khaner', 'Laura de Carteret', 'Tiffany Lyndall-Knight', 'Meghan Heffern', 'Arlene Duncan', 'Tamsen McDonough', 'Kathryn Kriitmaa', 'Adam Waxman', 'Natalie Lisinska', 'Krysta Carter', 'Severn Thompson', 'David Reale', 'Milton Barnes', 'Kathy Maloney', 'Sean Orr', 'Paul Essiembre', 'Rod Wilson', 'Sarah Casselman', 'Kyla Tingley', 'Riley Jones', 'David Gustav Fraser', 'Adam Christie', 'Rosalba Martinni']","['StudioCanal', 'The Montecito Picture Company', 'Outpost Studios']",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.4453642857142857,3,73,2.433333333333333,0,0,45,0,0.0,0,0,0,9,3.0,2,0,7
1996,Losing Isaiah,17000000,7603766,106,['Stephen Gyllenhaal'],"['Jessica Lange', 'Halle Berry', 'David Strathairn', 'Cuba Gooding Jr.', 'Daisy Eagan', 'Marc John Jefferies', 'Samuel L. Jackson', 'Joie Lee', 'Regina Taylor', 'LaTanya Richardson Jackson', 'Jacqueline Brookes', 'Donovon Ian H. McKnight', 'Rikkia A. Smith', 'Paulette McDaniels', 'Velma Austin', 'Glenda Starr Kelly', 'Joan Kohn', 'Patrick Clear', 'Gaby Santinelli', 'Mike Bacarella', 'Mike Houlihan', 'John Beasley', ""James 'Ike' Eichling"", 'James F. Tillett', 'John Judd', 'Cheryl Hamada', 'Jackie Taylor', 'Valerie Shull', 'Laura Cerón', 'Jackie Samuels', 'Deanna Dunagan', 'Mike Nussbaum', 'Margaret Travolta', 'Eddie Bo Smith Jr.', 'Jaqueline Fleming', 'Sibyl Offutt', 'Greg Hollimon', 'Rick Worthy', 'Torrence W. Murphy', 'Shelia-Marie Robinson', 'LaTaunya Bounds', 'Tamara Rutledge', 'Valeri Ross', 'Jacqueline Williams', 'Ora Jones', 'Nicholas Foster', 'Thomica Laquice Simmons', 'Evan Lionel', 'Jennifer Crystal Foley']",['Paramount'],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55.27196470588235,3,116,2.36734693877551,0,0,98,0,0.0,0,0,0,0,0.0,0,0,0
1997,Case 39,27000000,29000000,109,['Christian Alvart'],"['Renée Zellweger', 'Jodelle Ferland', 'Ian McShane', 'Bradley Cooper', 'Adrian Lester', ""Kerry O'Malley"", 'Callum Keith Rennie', 'Cynthia Stevenson', 'Alexander Conti', 'Philip Cabrita', 'Vanesa Tomasino', 'Mary Black', ""Domenico D'Ambrosio"", 'Benita Ha', 'J. Winston Carroll', 'Michael Bean', 'Lesley Ewen', 'David Patrick Green', 'Dee Jay Jackson', 'Taya Calicetto', 'Alisen Down', 'Darryl Quon', 'Suzanne Bastien', 'Jane Braithwaite', 'Colin Lawrence', 'Fran Gebhard', 'Dagmar Midcap', 'Bill Mondy', 'Andrew Airlie', 'Sarah-Jane Redmond', 'Charles Zuckermann', 'Paul Duchart', 'Daniel Bacon', 'Darren E. Scott', 'Dalias Blake', 'Phillip Mitchell', 'Fulvio Cecere']","['Paramount Vantage', 'Anonymous Content', 'Misher Films', 'Case 39 Productions']",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.4074074074074066,1,110,2.972972972972973,0,0,71,0,0.0,0,0,0,3,0.75,0,0,2
1998,Est - Ouest,11500000,6032000,121,['Régis Wargnier'],"['Catherine Deneuve', 'Sandrine Bonnaire', 'Oleg Menshikov', 'Sergei Bodrov Jr.', 'Tatyana Dogileva', 'Bogdan Stupka', 'Ruben Tapiero', 'Erwan Baynaud', 'Grigori Manoukov', 'Meglena Karalambova', 'Atanass Atanassov', 'Tania Massalitinova', 'Valentin Ganev', 'Nikolai Binev', 'Hubert Saint-Macary', 'Jauris Casanova', 'Joël Chapron', 'François Caron', 'Marie Verdi', 'Ivan Savov', 'Aleksandr Stolyarchuk', 'Daniel Martin', 'Malin Krastev', 'Ivan Petrov', 'Mac Marinov', 'Aleksey Vertinskiy', 'Petro Panchuk', 'Kalin Yavorov', 'Banko Bankov', 'Plamen Manassiev', 'Maxim Genchev', 'Emil Markov', 'Valentin Tanev', 'Neonila Beletskaya']","['France 3 Cinéma', 'UGC YM', 'NTV-Profit']",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-47.547826086956526,1,0,0.0,0,0,0,0,0.0,0,0,0,1,0.3333333333333333,0,0,1
1999,Universal Soldier: Regeneration,14000000,875386,97,['John Hyams'],"['Jean-Claude Van Damme', 'Dolph Lundgren', 'Andrei Arlovski', 'Mike Pyle', 'Corey Johnson', 'Garry Cooper', 'Emily Joyce', 'Zachary Baharov', 'Aki Avni', 'Kerry Shale', 'Yonko Dimitrov', 'Violeta Markovska', 'Stanislav Pishtalov', 'John Laskowski', 'Kris Van Damme', 'Franklin A. Vallette', 'Shelly Varod', 'Radina Kardjilova', 'Jon Foo', 'Danko Jordanov', 'Stephen Chang', 'Dimitar Ilkov', 'Dimiter Doichinov', 'Velizar Peev']","['Foresight Unlimited', 'Baumgarten Management and Productions (BMP)', 'Signature Entertainment', 'Unisol 3 Distribution']",5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-93.74724285714284,2,17,0.7083333333333334,0,0,13,0,0.0,0,0,0,1,0.25,0,0,1
2000,Problem Child 2,15000000,32704700,90,['Brian Levant'],"['John Ritter', 'Michael Oliver', 'Jack Warden', 'Laraine Newman', 'Amy Yasbeck', 'Ivyann Schwan', 'Gilbert Gottfried', 'Paul Willson', 'Alan Blumenfeld', 'Charlene Tilton', 'James Tolkan', 'Kenneth Londoner']","['Imagine Entertainment', 'Universal Pictures']",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.03133333333334,1,0,0.0,0,0,0,8,8.0,8,8,8,131,65.5,65,32,99
2001,Fame,18000000,77211836,107,['Kevin Tancharoen'],"['Kay Panabaker', 'Walter Perez', 'Naturi Naughton', 'Asher Book', 'Kherington Payne', 'Anna Maria Perez de Tagle', 'Megan Mullally', 'Cody Longo', 'Tiffany Espensen', 'Krystal Ellsworth', 'Paul Iacono', 'Bebe Neuwirth', 'Charles S. Dutton', 'Kelsey Grammer', 'Debbie Allen', 'Paul McGill', 'April Grace', 'Collins Pennie', 'Kristy Flores', 'Julius Tennon', 'Michael Hyatt', 'Laura Johnson', 'James Read', 'Ryan Surratt', 'Dale Godboldo', 'J.T. Horenstein', 'Kasha Kropinski', 'Katrina Norman', 'Shelby Rabara', 'Malerie Grady', ""Brandon O'Neal"", 'Galadriel Stineman', 'Dominique Kelley', 'Ashley Galvan', 'Kc Monnie', 'Kathryn McCormick', 'Tyne Stecklein']","['Metro-Goldwyn-Mayer', 'United Artists', 'Lakeshore Entertainment']",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,328.95464444444445,2,3,0.081081081081081,0,0,2,0,0.0,0,0,0,38,12.666666666666666,6,4,28
2002,Black Friday,700000,1100000,162,['Anurag Kashyap'],"['Kay Kay Menon', 'Pavan Malhotra', 'Aditya Srivastava', 'Dibyendu Bhattacharya', 'Kishore Kadam', 'Gajraj Rao', 'Zakir Hussain', 'Pankaj Jha', 'Pratima Kazmi', 'Nawazuddin Siddiqui', 'Vijay Maurya', 'Ragesh Asthana', 'Raj Singh Chaudhary', 'Ashraf Ul Haq', 'Murali Sharma', 'Anil Yadav', 'Sujata Sehgal', 'Pranay Narayan', 'Prakash Jais', 'Goutam Maitra', 'Sharad Ponkshe', 'Aliya Curmally', 'Savi Sidhu', 'Asif Basra']","['Mirror Films', 'Mid Day Multimedia', 'Big Bang Pictures']",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57.14285714285714,1,0,0.0,0,0,0,0,0.0,0,0,0,1,0.3333333333333333,0,0,1
2003,How About You...,9000000,706000,100,['Anthony Byrne'],"['Vanessa Redgrave', 'Brenda Fricker', 'Joss Ackland', 'Hayley Atwell', 'Orla Brady', 'Kevin Flood', ""Joan O'Hara"", 'Imelda Staunton']",[''],1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92.15555555555557,2,5,0.625,0,0,3,0,0.0,0,0,0,0,0.0,0,0,0
2004,Wind,29000000,5519569,126,['Carroll Ballard'],"['Matthew Modine', 'Jennifer Grey', 'Cliff Robertson', 'Jack Thompson', 'Stellan Skarsgård', 'Rebecca Miller', 'James Rebhorn', 'Ned Vaughn', 'Michael Higgins', 'Ken Kensei', 'Bill Buell', 'Ron Palillo', 'Matt Malloy']","['American Zoetrope', 'TriStar Pictures']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.96700344827586,1,19,1.4615384615384617,0,0,10,1,1.0,1,1,1,10,5.0,5,1,9
2005,In Dreams,30000000,12017369,100,['Neil Jordan'],"['Annette Bening', 'Aidan Quinn', 'Stephen Rea', 'Robert Downey Jr.', 'Paul Guilfoyle', 'Dennis Boutsikaris', 'Krystal Benn', 'Lonnie Farmer', 'Margo Martindale', 'Pamela Payton-Wright', 'Katie Sagona', 'Geoffrey Wigdor', 'Prudence Wright Holmes', 'Kathleen Langlois', 'Jennifer Berry', 'Emma J. Brown', 'Jennifer Dragon', 'Samantha Kelly', 'Jennifer Caine Natenshon', 'Bethany M. Paquin', 'Erica Sullivan', 'Amelia Claire Novotny', 'Kristin Sroka', 'Robert Walsh', 'Denise Cormier', 'John Fiore', 'Ken Cheeseman', 'Devon Cole Borisoff', 'June Lewin', 'Dorothy Dwyer', 'Wally Dunn', 'Eric Roemele', 'Dossy Peabody', 'John Michael Vaughn', 'Brian Goodman', 'Michael Cavanaugh', 'Pete', 'Robert Harrell', 'Wayne Paul Liles', 'Alan Francis Sullivan', 'Dee Nelson', 'Eric Bruno Borgman']","['DreamWorks Pictures', 'Amblin Entertainment']",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-59.94210333333333,3,115,2.738095238095238,0,0,99,4,4.0,4,4,4,60,30.0,30,28,32
2006,War for the Planet of the Apes,150000000,490719763,140,['Matt Reeves'],"['Andy Serkis', 'Woody Harrelson', 'Steve Zahn', 'Karin Konoval', 'Michael Adamthwaite', 'Ty Olsson', 'Terry Notary', 'Toby Kebbell', 'Judy Greer', 'Sara Canning', 'Max Lloyd-Jones', 'Devyn Dalton', 'Aleks Paunovic', 'Amiah Miller', 'Gabriel Chavarria', 'Alessandro Juliani', 'Chad Rook', 'Timothy Webber', 'Roger Cross', 'Mercedes de la Zerda']","['20th Century Fox', 'Chernin Entertainment', 'TSG Entertainment']",3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,227.14650866666668,1,75,3.75,0,0,24,20,20.0,20,20,20,80,26.666666666666668,17,9,54
2007,狮神决战,3200000,1668380,130,['Jack Neo'],"['Tosh Zhang', 'Wang Wei Liang', 'Eva Cheng', 'Noah Yap', 'Charlie Goh', 'Maxi Lim Jun Liang', 'Chen Tian Wen', 'Jaspers Lai']","['J Team Productions', 'MM2 Entertainment']",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-47.863125,3,1,0.125,0,0,1,0,0.0,0,0,0,15,7.5,7,0,15
2008,The Revenant,135000000,532950503,157,['Alejandro González Iñárritu'],"['Leonardo DiCaprio', 'Tom Hardy', 'Domhnall Gleeson', 'Will Poulter', 'Forrest Goodluck', 'Duane Howard', 'Arthur RedCloud', ""Melaw Nakehk'o"", 'Grace Dove', 'Lukas Haas', 'Paul Anderson', 'Kristoffer Joner', 'Joshua Burge', 'Fabrice Adde', 'Christopher Rosamond', 'Robert Moloney', 'Brendan Fletcher', 'Tyson Wood', 'McCaleb Burnett', 'Vincent Leclerc', 'Stephane Legault', 'Emmanuel Bilodeau', 'Cole Vandale', 'Tom Guiry', 'Scott Olynek', 'Amelia Crow Show', 'Peter Strand Rumpel', 'Timothy Lyle', 'Kory Grim', 'Anthony Starlight', 'Jamie Medicine Crane', 'Veronica Marlowe', 'Clarence Hoof', 'Dion Little Child', 'Blake Wildcat', 'Paul Young Pine', 'Cody Big Tobacco', 'Dallas Young Pine', 'Chesley Wilson', 'Michael Fraser', 'Scott Duncan', 'Mariah Old Shoes', 'Adrian Glynn McMorran', 'Isaiah Tootoosis', 'Alex Bisping', 'Chris Ippolito', 'Jeffrey Olynek', 'C. Adam Leigh', 'Kevin Corey', 'Daniel Rampanen', 'Javier Botet', 'Haysam Kadri', 'Jordan Crawford', 'David Rampanen', 'Brad Carter', 'Rootie J. Boyd', 'Ray Chase', 'Glenn Ennis', 'Charles Fathy', 'Mark Krysko', 'Stephen Richard Lofstrom', 'Bruno Stephane', 'Jay Tavare', 'Michael Villar', 'Jay Cardinal Villeneuve', 'Del Zamora', 'Duff Zayonce', 'Tighe Gill']","['Regency Enterprises', 'Appian Way', 'CatchPlay', 'Anonymous Content', 'New Regency Pictures', 'Hong Kong Alpha Motion Pictures Co.', 'RatPac Entertainment', 'M Productions', 'Monarchy Enterprises S.a.r.l.']",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,294.7781503703704,3,103,1.5147058823529411,0,0,48,8,8.0,8,8,8,66,7.333333333333333,2,0,27
2009,The Mummy,125000000,409231607,110,['Alex Kurtzman'],"['Tom Cruise', 'Annabelle Wallis', 'Sofia Boutella', 'Jake Johnson', 'Courtney B. Vance', 'Russell Crowe', 'Marwan Kenzari', 'Neil Maskell', 'Javier Botet', 'Andrew Brooke', 'Selva Rasalingam', 'Shanina Shaik', 'Dylan Smith', 'Hadrian Howard', 'Rez Kempton', 'David Burnett', 'Stephen Thompson', 'Vera Chok', 'Sean Cameron Michael', 'Martin Bishop', 'Matthew Wilkas', 'Sohm Kapila', 'Erol Ismail', 'Parker Sawyers', 'Rhona Croker', 'Timothy Allsop', 'Grace Chilton', 'Hannah Ankrah', 'Dylan Kussman', 'Peter Lofsgard', 'Shane Zaza', 'Alice Hewkin', 'Daniel Tuite', 'Noof McEwan', 'Maryam Grace', 'Sonya Cullingford', 'Fionn Cox-Davies', 'Neus Gil Cortes', 'Emily Thompson-Smith', 'Stéphane Deheselle', 'Madeleine Fairminer', 'Michèle Paleta Rhyner', 'Christian Davidson', 'Michael Haydon', 'Jason Matthewson', 'Kelly Burke', 'Mouna Albakry', 'Chasty Ballesteros', 'Emma Louise Saunders']","['Universal Pictures', 'dentsu', 'Perfect World Pictures', 'Sean Daniel Company', 'Secret Hideout', 'Dark Universe']",1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,227.3852856,0,133,2.7142857142857144,0,0,79,3,3.0,3,3,3,113,18.83333333333333,0,0,99
2010,My Old Lady,5000000,7527232,107,['Israel Horovitz'],"['Maggie Smith', 'Kevin Kline', 'Kristin Scott Thomas', 'Dominique Pinon', 'Michael Burstin', 'Noémie Lvovsky', 'Stéphane De Groodt', 'Stéphane Freiss']","['BBC Films', 'Cohen Media Group', 'Deux Chevaux Films']",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.54464,1,32,4.0,0,0,16,0,0.0,0,0,0,3,1.0,0,0,3
2011,Hate Story 2,2300000,4600000,130,['Vishal Pandya'],"['Sushant Singh', 'Surveen Chawla', 'Jay Bhanushali', 'Siddharth Kher', 'Rajesh Khera', 'Sunny Leone', 'Neha Kaul', 'Shashank Shende', 'Bikramjeet Kanwarpal']",['T-Series'],2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0
2012,명량,9500000,112156811,126,['Kim Han-min'],"['Choi Min-sik', 'Ryu Seung-ryong', 'Cho Jin-woong', 'Jin Goo', 'Lee Jung-hyun', 'Kim Myung-gon', 'Kwon Yul', 'No Min-woo', 'Kim Tae-hun', 'Ryohei Otani', 'Kim Kang-il', 'Park Bo-gum', 'Lee Hae-yeong', 'Jang Jun-nyeong', 'Mun Yeong-dong', 'Kim Won-hae', 'Choi Deok-moon', 'Park No-shik', 'Shin Yoo-ram', 'Kim Hyeon-tae', 'Kang Tae-young', 'Kim Koo-taek', 'Jo Bok-rae', 'Go Kyung-pyo', 'Lee Jae-gu', 'Jo Ha-seok', 'Lee Joo-sil', 'Han Yi-jin', 'Ju Seok-tae', 'Kim Min-sik', 'Lee Seung-joon', 'Jung Je-woo']","['CJ Entertainment', 'Big Stone Pictures']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1080.598010526316,1,0,0.0,0,0,0,0,0.0,0,0,0,34,17.0,17,0,34
2013,The Pyramid,6500000,16861137,89,['Grégory Levasseur'],"['Ashley Grace', ""Denis O'Hare"", 'James Buckley', 'Amir K', 'Christa Nicola', 'Joseph Beddelem', 'Faycal Attougui', 'Philip Shelley', 'Omar Benbrahim', 'Chakir El Faaiz', 'Ait Hamou Amine']","['Fox International Productions', 'Sahara Productions', 'Silvatar Media']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.40210769230768,2,0,0.0,0,0,0,0,0.0,0,0,0,3,1.0,0,0,3
2014,Irrational Man,11000000,27391084,95,['Woody Allen'],"['Joaquin Phoenix', 'Emma Stone', 'Jamie Blackley', 'Parker Posey', 'Joe Stapleton', 'Nancy Carroll', 'Allison Gallerani', 'Brigette Lundy-Paine', 'Katelyn Semer', 'Betsy Aidem', 'Ethan Phillips', 'Leah Anderson', 'Paula Plum', 'Nancy Giles', 'Henry Stram', 'Geoff Schuppert', 'Robert Petkoff', 'Alex Dunn', 'Tamara Hickey', 'Sophie von Haselberg', 'Ben Rosenfield', 'Michael Goldsmith', 'Lindsay McWhorter', 'Meredith Hagner', 'Jamie Rosenstein', 'Susan Pourfar', 'Gary Wilmes', 'David Aaron Baker', 'Nancy Villone', 'Christine Mascott', 'Tom Kemp', 'Britt Faulkner', 'Marina Re', 'David Pittu', 'Mark Zeisler', 'Adrienne Taylor', 'Tina Benko', 'Kate McGonigle', 'John Franchi', 'Jonah Coppolelli']","['Sony Pictures', 'Gravier Productions', 'Perdido Productions']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,149.00985454545454,1,29,0.725,0,0,16,12,12.0,12,12,12,4,1.3333333333333333,1,1,2
2015,99 Homes,8000000,1411927,112,['Ramin Bahrani'],"['Andrew Garfield', 'Michael Shannon', 'Laura Dern', 'Nicole Barré', 'J.D. Evermore', 'Tim Guinee', 'Noah Lomax', 'Clancy Brown', 'Cullen Moss', 'Wayne Pére', 'Judd Lormand', 'Gretchen Koerner', 'Yvonne Landry', 'Donna DuPlantier', 'Jordyn McDempsey', 'Gus Rhodes', 'John L. Armijo', 'Jayson Warner Smith', 'Ann Mahoney', 'Juan Gaspard', 'Nadiyah Skyy Taylor', 'Deneen Tyler', 'David Maldonado', 'Cynthia Santiago', 'Joni Bovill', 'Carl Palmer', 'Albert C. Bates', 'Tom Bui', 'Manu Narayan', 'Patrick Kearns', 'Richard Holden', 'Robert Larriviere', 'Garrett Kruithof', 'Randy Austin', 'Luke Sexton', 'Cynthia LeBlanc', 'Elton LeBlanc', 'Liann Pattison', 'Michelle DeVito', 'Kerry Sims', 'Jonathan Tabler', 'Don Brady', 'Jeff Pope', 'Max Armijo']","['Hyde Park Films', 'Noruz Films']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.35091249999999,2,22,0.5,0,0,11,0,0.0,0,0,0,0,0.0,0,0,0
